id,catalog_file_id,produit,description,prix,unite,image_filename
5413,245,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
5414,245,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5415,245,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5416,245,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
5417,245,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5418,245,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5419,245,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
5420,245,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
5421,245,Pain de Khorasan en boule de 800 g,"Farine de Blé dur ancien de variété Khorasan.  ingrédients : Farine de Khorasan 
Levain de Khorasan
eau, sel",6.27,1,
5422,245,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5423,245,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
5424,246,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5425,246,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
5426,246,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5427,246,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5428,246,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
5429,246,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
5430,246,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
5431,246,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
5432,246,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5433,246,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
5434,246,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5435,246,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
5436,246,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
5437,246,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
5438,246,Shokupan 500 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
10cm x 10cm x 19 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",4.85,1,
5439,246,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
5440,246,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
5441,246,Shokupan 1400 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
11cm x 11cm x 36 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",11.92,1,
5442,246,Crackers,"Crackers au levain de seigle et graines oléagineuses, huile d'olive, origan ingrédients : Farine de Blé T80
Farine de Seigle T170
eau, sel, Lin Brun, Lin doré, Pavot, Sésame , Tournesol, Huile d'Olive, Origan",15.09,1,
5443,246,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
5444,246,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
5445,246,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
5446,246,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5447,246,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
5448,246,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5449,246,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5450,246,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
5451,246,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5452,246,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5453,246,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
5454,247,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5455,247,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
5456,247,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
5457,247,Pain de Méteil en Boule 1000 g,"Pain rustique mi blé mi seigle au levain de seigle ingrédients : Farine de Blé T80
Farine de Seigle T70
eau, sel, levain de seigle",4.91,1,
5458,247,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
5459,247,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
5460,247,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5461,247,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
5462,247,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
5463,247,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
5464,247,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
5465,247,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
5466,247,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5467,247,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5468,247,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
5469,247,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
5470,247,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5471,247,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
5472,247,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
5473,247,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5474,247,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5475,247,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
5476,247,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5477,247,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5478,247,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
5479,247,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
5480,247,Pain de Khorasan en boule de 800 g,"Farine de Blé dur ancien de variété Khorasan.  ingrédients : Farine de Khorasan 
Levain de Khorasan
eau, sel",6.27,1,
5481,247,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5482,247,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
5483,248,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5484,248,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
5485,248,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5486,248,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5487,248,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
5488,248,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
5489,248,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
5490,248,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
5491,248,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
5492,248,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5493,248,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
5494,248,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
5495,248,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
5496,248,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
5497,248,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
5498,248,Shokupan 1400 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
11cm x 11cm x 36 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",11.92,1,
5499,248,Crackers,"Crackers au levain de seigle et graines oléagineuses, huile d'olive, origan ingrédients : Farine de Blé T80
Farine de Seigle T170
eau, sel, Lin Brun, Lin doré, Pavot, Sésame , Tournesol, Huile d'Olive, Origan",15.09,1,
5500,248,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
5501,248,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
5502,248,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
5503,248,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5504,248,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
5505,248,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5506,248,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5507,248,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
5508,248,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5509,248,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5510,248,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
5511,248,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5512,248,Shokupan 500 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
10cm x 10cm x 19 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",4.85,1,
5513,249,Poitrine entière ,environ 4 kg à 10 € le kg,40,1,
5514,249,Longe entière sans os,"environ 6 kg à 12,50 € le kg ",75,1,
5515,249,Mélange prêt pour pâté,viande avec foie déjà salé et poivré vendu au kg,11,1,
5516,249,foie,vendu au kg,6.5,1,
5517,249,capeline,vendu au kg,4,1,
5518,249,gorge,vendu au kg,6.5,1,
5519,250,Araignee de porc  La ferme d'Arracq, Sous vide environ 300 G ,5.64,1,
5520,250,Rôti ,Sous vide environ 800g,23.12,1,
5521,250,Lardons séchés La ferme d'Arracq,"Sous vide environ 200 G 
 ",3.54,1,
5522,250,Chipolata par 5 La ferme d'Arracq,Sous vide environ 350 G ,5.02,1,
5523,250,graisserons,pot de 190 gr,3.94,1,
5524,250,Filet mignon La ferme d'Arracq, Sous vide environ 600 G ,10.7,1,
5525,250,Boudin noir boyaux,"sous vide 240 gr env. 14,35/kg",3.45,1,
5526,250,Saucisse de Toulouse par 3 La Ferme d'Arracq,Sous vide environ 250 G ,3.59,1,
5527,250,Cote de porc par 3 La ferme d'Arracq, Sous vide environ 600 G ,7.63,1,
5528,250,Jambon de Bayonne en quart,Sous vide environ 1kg500,39.12,1,
5529,250,Coppa tranchée,Sous vide 100g,3.93,1,
5530,250,colis de porc bio prenium 5 KG,"2X300 g d'araignée, 1kg200  côte de porc, 1kg200 filet mignon, 1 kg joue de porc, 1 kg rouelle",95,1,
5531,250,Sauté ,Sous vide environ 500g,6.38,1,
5532,250,Jambon de Bayonne tranché ,Sous vide environ 150 g,5.67,1,
5533,250,Lomo séché tranché,Sous vide 100g,3.93,1,
5534,250,Saucisson,"190 g à 25,66 €/kg",4.88,1,
5535,250,Boudin ,bocal 190 g ,4.04,1,
5536,250,Pâté armagnac,bocal 190 g ,4.15,1,
5537,250,Pâté de tête - Hure,bocal 190 g ,4.15,1,
5538,250,Pâté campagne,bocal 190 g ,4,1,
5539,250,Pâté piment,bocal 190 g ,4.07,1,
5540,250,Rillettes,bocal 190 g ,4.16,1,
5541,250,Chair à saucisse La ferme d'Arracq,Sous vide environ 500 G ,5.95,1,
5542,250,Txitorra par 5 La ferme d'Arracq,sous vide environ 350 G ,5.02,1,
5543,250,Poitrine de porc tranchée par 5 La Ferme d'Arracq,Sous vide environ 250 G ,2.74,1,
5544,250,Coustou frais La ferme d'Arracq,Sous vide environ 500 G ,3.82,1,
5545,250,Lardons frais La ferme d'Arracq, Sous vide environ 200 G ,2.67,1,
5546,250,jambon blanc cuit  4 tranches La ferme d'Arracq,sous vide environ 200 G,5.99,1,
5547,250,colis de porc  bio 10 KG,"1KG  de chipolatas, poitrine tranchée, saucisses de Toulouse, chair à saucisse, coustou
2X1KG de cotes de porc, 2X1KG sauté de porc,600 G de jarret, 2X200G lardons",140,1,
5548,250,colis de porc frais,"1 kg de chipolatas, côtes , poitrine tranchée, saucisses de Toulouse, sauté.",70,1,
5549,250,joue,"sous vide 250 gr   11,82/kg",2.96,1,
5550,250,jarret,sous vide 1kg environ,13.42,1,
5551,250,rouelle,sous vide 1kg env,16.83,1,
5552,251,1 Pave de truite,1x 120 g environ / 25.20 le kilo,3,1,
5553,251,1 Filet de truite,Filet entier au prix de 25.20 le kg,25.2,1,
5554,251,oeufs de truite truchetet_Unite_,oeufs de truite,7.6,1,
5556,251,Truite fumee paquet 150g truchetet_Unite_,Truite fumee paquet 150g ( 4 tranches ),8.5,1,
5557,251,Truite fumee paquet 250g_ truchetet_Unite_,Truite fumee paquet 250g (7 tranches),13.8,1,
5558,251,2 pavés de truite,"2 x 120 g environ / 25,20 € le kg",6,1,
5559,251,3 pavés de truite,"3 x 120 g environ / 25,20 le kg",9,1,
5560,251,4 pavés de truite,"4 x 120 g environ / 25,20 € le kg",12,1,
5561,251,5 pavés de truite ,"5 x 120 g environ / 25, 20 le kg",15,1,
5562,251,8 Pavés de truite,"8 x 120 g environ/25,20 le kilo",24,1,
5563,251,6 pavés de truite,"6x 120g environ / 25,20 le kilo",18,1,
5564,252,paquet de 2 cuisses de poulet,"8,70 €/kg   400g",3.48,1,
5565,252,poulet entier (moyen),"7,50 €/KG    pour 1kg700",12.75,1,
5566,252,Coquelet ,"8,10 €/kg    pour 850 g",6.88,1,
5567,252,pintade,9 €/kg   pour 1kg500,13.5,1,
5568,252,Ailes de poulets,Paquet de 6 ailes,4.8,1,
5569,253,Poche poissons 2 KG,Assortiment varié de la pêche du jour,22,1,
5570,253,Poche poissons 3 KG,Assortiment varié de la pêche du jour,32,1,
5572,254,Poke Saumon,,10.6,1,article-5572-1768499193172-500864504.webp
5573,254,CALIFORNIA SAUMON CHEESE,8 pièces ,6.5,1,article-5573-1768499375127-122400139.webp
